Wk,Date,Rk,School,ID,Rating,Prev,High,Low
12,2013-01-21,1,Duke,duke-blue-devils,0.713,1,1,32
12,2013-01-21,2,Arizona,arizona-wildcats,0.699,2,2,275
12,2013-01-21,3,Kansas,kansas-jayhawks,0.684,3,2,239
12,2013-01-21,4,Miami (FL),miami-florida-hurricanes,0.683,4,2,176
12,2013-01-21,5,Michigan,michigan-wolverines,0.682,5,2,37
12,2013-01-21,6,Florida,florida-gators,0.672,6,3,71
12,2013-01-21,7,Minnesota,minnesota-golden-gophers,0.670,7,3,185
12,2013-01-21,8,New Mexico,new-mexico-lobos,0.669,8,2,188
12,2013-01-21,9,Gonzaga,gonzaga-bulldogs,0.664,9,5,336
12,2013-01-21,10,Louisville,louisville-cardinals,0.663,10,2,172
12,2013-01-21,11,Syracuse,syracuse-orange,0.659,11,3,263
12,2013-01-21,12,Butler,butler-bulldogs,0.653,12,2,269
12,2013-01-21,13,NC State,nc-state-wolfpack,0.646,13,2,107
12,2013-01-21,14,Indiana,indiana-hoosiers,0.644,15,4,269
12,2013-01-21,15,Wichita St,wichita-st-shockers,0.643,14,8,86
12,2013-01-21,16,Michigan St,michigan-st-spartans,0.635,16,4,232
12,2013-01-21,17,Colorado St,colorado-st-rams,0.631,17,8,303
12,2013-01-21,18,UNLV,unlv-runnin-rebels,0.628,19,6,191
12,2013-01-21,19,Colorado,colorado-buffaloes,0.628,18,1,298
12,2013-01-21,20,Marquette,marquette-golden-eagles,0.628,20,9,188
12,2013-01-21,21,Oklahoma,oklahoma-sooners,0.627,21,13,337
12,2013-01-21,22,Creighton,creighton-bluejays,0.627,22,7,233
12,2013-01-21,23,Belmont,belmont-bruins,0.625,23,1,264
12,2013-01-21,24,Cincinnati,cincinnati-bearcats,0.625,24,16,205
12,2013-01-21,25,Oregon,oregon-ducks,0.625,25,16,301
12,2013-01-21,26,Missouri,missouri-tigers,0.623,26,6,152
12,2013-01-21,27,Ohio State,ohio-st-buckeyes,0.617,27,5,167
12,2013-01-21,28,VCU,vcu-rams,0.615,28,16,127
12,2013-01-21,29,Kansas St,kansas-st-wildcats,0.614,29,16,182
12,2013-01-21,30,Connecticut,connecticut-huskies,0.614,31,1,50
12,2013-01-21,31,Illinois,illinois-fighting-illini,0.613,30,3,86
12,2013-01-21,32,Mississippi,mississippi-rebels,0.606,32,31,199
12,2013-01-21,33,San Diego St,san-diego-st-aztecs,0.604,33,23,274
12,2013-01-21,34,N Carolina,north-carolina-tar-heels,0.603,34,7,134
12,2013-01-21,35,Wyoming,wyoming-cowboys,0.601,36,20,209
12,2013-01-21,36,Middle Tenn,middle-tennessee-st-blue-raiders,0.601,35,19,88
12,2013-01-21,37,Iowa State,iowa-st-cyclones,0.599,37,26,293
12,2013-01-21,38,Oklahoma St,oklahoma-st-cowboys,0.596,39,2,251
12,2013-01-21,39,Bucknell,bucknell-bison,0.596,38,2,181
12,2013-01-21,40,La Salle,la-salle-explorers,0.595,40,24,250
12,2013-01-21,41,UCLA,ucla-bruins,0.592,41,23,278
12,2013-01-21,42,Baylor,baylor-bears,0.591,42,8,299
12,2013-01-21,43,S Mississippi,southern-miss-golden-eagles,0.590,44,6,147
12,2013-01-21,44,Rutgers,rutgers-scarlet-knights,0.590,43,4,222
12,2013-01-21,45,BYU,brigham-young-cougars,0.590,45,30,292
12,2013-01-21,46,Notre Dame,notre-dame-fighting-irish,0.588,46,30,98
12,2013-01-21,47,Indiana St,indiana-st-sycamores,0.588,48,24,299
12,2013-01-21,48,Memphis,memphis-tigers,0.588,49,11,280
12,2013-01-21,49,Temple,temple-owls,0.588,47,25,329
12,2013-01-21,50,Boise State,boise-st-broncos,0.587,50,22,205
