Wk,Date,Rk,School,ID,Rating,Prev,High,Low
03,2012-11-19,1,S Methodist,southern-methodist-mustangs,0.889,2,1,226
03,2012-11-19,2,Air Force,air-force-falcons,0.865,5,1,190
03,2012-11-19,3,Connecticut,connecticut-huskies,0.832,4,1,50
03,2012-11-19,4,Illinois,illinois-fighting-illini,0.824,8,3,86
03,2012-11-19,5,Alabama,alabama-crimson-tide,0.824,6,2,106
03,2012-11-19,6,UNLV,unlv-runnin-rebels,0.792,18,6,191
03,2012-11-19,7,Michigan,michigan-wolverines,0.786,10,2,37
03,2012-11-19,8,Creighton,creighton-bluejays,0.771,233,7,233
03,2012-11-19,9,S Mississippi,southern-miss-golden-eagles,0.771,14,6,147
03,2012-11-19,10,Vermont,vermont-catamounts,0.755,9,5,190
03,2012-11-19,11,S Carolina,south-carolina-gamecocks,0.729,17,11,247
03,2012-11-19,12,Florida,florida-gators,0.726,27,3,71
03,2012-11-19,13,Murray St,murray-st-racers,0.724,1,1,168
03,2012-11-19,14,Oklahoma St,oklahoma-st-cowboys,0.723,251,2,251
03,2012-11-19,15,Butler,butler-bulldogs,0.715,269,2,269
03,2012-11-19,16,American,american-u-eagles,0.713,15,9,301
03,2012-11-19,17,Michigan St,michigan-st-spartans,0.713,232,4,232
03,2012-11-19,18,Texas A&M,texas-am-aggies,0.694,7,2,301
03,2012-11-19,19,Duke,duke-blue-devils,0.690,21,1,32
03,2012-11-19,20,NC State,nc-state-wolfpack,0.687,3,2,107
03,2012-11-19,21,Dayton,dayton-flyers,0.684,24,17,209
03,2012-11-19,22,GA Tech,georgia-tech-yellow-jackets,0.682,19,17,206
03,2012-11-19,23,Lipscomb,lipscomb-bison,0.677,287,19,287
03,2012-11-19,24,Illinois St,illinois-st-redbirds,0.671,66,24,168
03,2012-11-19,25,Xavier,xavier-musketeers,0.670,253,14,253
03,2012-11-19,26,Ohio State,ohio-st-buckeyes,0.668,32,5,167
03,2012-11-19,27,LA Tech,louisiana-tech-bulldogs,0.668,43,12,225
03,2012-11-19,28,Pepperdine,pepperdine-waves,0.662,29,21,304
03,2012-11-19,29,Nebraska,nebraska-cornhuskers,0.660,20,20,174
03,2012-11-19,30,Jksnville St,jacksonville-st-gamecocks,0.653,35,23,321
03,2012-11-19,31,New Mexico,new-mexico-lobos,0.653,52,2,188
03,2012-11-19,32,Minnesota,minnesota-golden-gophers,0.652,57,3,185
03,2012-11-19,33,Bucknell,bucknell-bison,0.648,22,2,181
03,2012-11-19,34,Central Conn,central-conn-st-blue-devils,0.648,67,15,241
03,2012-11-19,35,Washington,washington-huskies,0.647,26,18,213
03,2012-11-19,36,Kentucky,kentucky-wildcats,0.647,31,2,102
03,2012-11-19,37,St Marys,st-marys-gaels,0.646,243,24,243
03,2012-11-19,38,St Fran (NY),st-francis-ny-terriers,0.644,30,2,224
03,2012-11-19,39,Youngs St,youngstown-st-penguins,0.644,37,37,292
03,2012-11-19,40,Quinnipiac,quinnipiac-bobcats,0.643,40,37,254
03,2012-11-19,41,St Bonavent,st-bonaventure-bonnies,0.641,25,16,200
03,2012-11-19,42,Canisius,canisius-golden-griffins,0.639,34,26,330
03,2012-11-19,43,Cal St Nrdge,csu-northridge-matadors,0.634,23,23,310
03,2012-11-19,44,St Peters,st-peters-peacocks,0.626,13,3,325
03,2012-11-19,45,Oregon St,oregon-st-beavers,0.626,39,13,213
03,2012-11-19,46,Coastal Car,coastal-carolina-chanticleers,0.616,60,46,341
03,2012-11-19,47,Mississippi,mississippi-rebels,0.616,53,31,199
03,2012-11-19,48,Loyola Mymt,loyola-marymount-lions,0.613,47,47,262
03,2012-11-19,49,TN Tech,tennessee-tech-golden-eagles,0.611,50,49,287
03,2012-11-19,50,Fla Gulf Cst,florida-gulf-coast-eagles,0.611,42,17,213
03,2012-11-19,51,Central FL,central-florida-knights,0.611,28,28,152
03,2012-11-19,52,SIU Edward,siu-edwardsville-cougars,0.609,69,22,330
03,2012-11-19,53,Albany,albany-great-danes,0.606,38,23,227
03,2012-11-19,54,UAB,uab-blazers,0.604,265,54,265
03,2012-11-19,55,U Mass,massachusetts-minutemen,0.603,256,23,256
03,2012-11-19,56,Tennessee,tennessee-volunteers,0.597,278,41,278
03,2012-11-19,57,Missouri,missouri-tigers,0.597,51,6,152
03,2012-11-19,58,Presbyterian,presbyterian-blue-hose,0.597,77,57,346
03,2012-11-19,59,Troy,troy-trojans,0.596,16,13,310
03,2012-11-19,60,Bradley,bradley-braves,0.595,73,23,267
03,2012-11-19,61,Stony Brook,stony-brook-seawolves,0.594,11,11,164
03,2012-11-19,62,Virginia,virginia-cavaliers,0.593,263,38,263
03,2012-11-19,63,Wofford,wofford-terriers,0.590,61,46,270
03,2012-11-19,64,Middle Tenn,middle-tennessee-st-blue-raiders,0.590,33,19,88
03,2012-11-19,65,Villanova,villanova-wildcats,0.589,48,11,173
03,2012-11-19,66,Wm & Mary,william--mary-tribe,0.588,49,49,308
03,2012-11-19,67,California,california-golden-bears,0.583,62,14,177
03,2012-11-19,68,E Kentucky,eastern-kentucky-colonels,0.581,307,62,307
