Wk,Date,Rk,School,ID,Rating,Prev,High,Low
15,2013-02-11,1,Duke,duke-blue-devils,0.703,1,1,32
15,2013-02-11,2,Miami (FL),miami-florida-hurricanes,0.692,2,2,176
15,2013-02-11,3,New Mexico,new-mexico-lobos,0.671,4,2,188
15,2013-02-11,4,Michigan,michigan-wolverines,0.664,5,2,37
15,2013-02-11,5,Florida,florida-gators,0.664,6,3,71
15,2013-02-11,6,Syracuse,syracuse-orange,0.656,10,3,263
15,2013-02-11,7,Arizona,arizona-wildcats,0.655,3,2,275
15,2013-02-11,8,Louisville,louisville-cardinals,0.655,7,2,172
15,2013-02-11,9,Kansas,kansas-jayhawks,0.651,8,2,239
15,2013-02-11,10,Michigan St,michigan-st-spartans,0.651,9,4,232
15,2013-02-11,11,Indiana,indiana-hoosiers,0.649,13,4,269
15,2013-02-11,12,Gonzaga,gonzaga-bulldogs,0.644,12,5,336
15,2013-02-11,13,Minnesota,minnesota-golden-gophers,0.639,11,3,185
15,2013-02-11,14,Butler,butler-bulldogs,0.638,14,2,269
15,2013-02-11,15,Colorado St,colorado-st-rams,0.635,15,8,303
15,2013-02-11,16,Marquette,marquette-golden-eagles,0.631,16,9,188
15,2013-02-11,17,NC State,nc-state-wolfpack,0.628,19,2,107
15,2013-02-11,18,Oklahoma,oklahoma-sooners,0.627,17,13,337
15,2013-02-11,19,Colorado,colorado-buffaloes,0.624,20,1,298
15,2013-02-11,20,UNLV,unlv-runnin-rebels,0.621,23,6,191
15,2013-02-11,21,Belmont,belmont-bruins,0.621,21,1,264
15,2013-02-11,22,Kansas St,kansas-st-wildcats,0.620,22,16,182
15,2013-02-11,23,Ohio State,ohio-st-buckeyes,0.617,18,5,167
15,2013-02-11,24,Illinois,illinois-fighting-illini,0.614,34,3,86
15,2013-02-11,25,Georgetown,georgetown-hoyas,0.614,24,7,169
15,2013-02-11,26,Connecticut,connecticut-huskies,0.613,28,1,50
15,2013-02-11,27,Oklahoma St,oklahoma-st-cowboys,0.612,26,2,251
15,2013-02-11,28,San Diego St,san-diego-st-aztecs,0.612,25,23,274
15,2013-02-11,29,Middle Tenn,middle-tennessee-st-blue-raiders,0.611,29,19,88
15,2013-02-11,30,Pittsburgh,pittsburgh-panthers,0.610,27,27,190
15,2013-02-11,31,Wisconsin,wisconsin-badgers,0.608,31,13,163
15,2013-02-11,32,Memphis,memphis-tigers,0.607,30,11,280
15,2013-02-11,33,Missouri,missouri-tigers,0.606,32,6,152
15,2013-02-11,34,La Salle,la-salle-explorers,0.605,33,24,250
15,2013-02-11,35,Cincinnati,cincinnati-bearcats,0.604,35,16,205
15,2013-02-11,36,N Carolina,north-carolina-tar-heels,0.603,36,7,134
15,2013-02-11,37,Iowa State,iowa-st-cyclones,0.597,37,26,293
15,2013-02-11,38,UCLA,ucla-bruins,0.596,38,23,278
15,2013-02-11,39,VCU,vcu-rams,0.596,39,16,127
15,2013-02-11,40,Wichita St,wichita-st-shockers,0.595,40,8,86
15,2013-02-11,41,Temple,temple-owls,0.595,41,25,329
15,2013-02-11,42,Oregon,oregon-ducks,0.594,42,16,301
15,2013-02-11,43,Creighton,creighton-bluejays,0.593,43,7,233
15,2013-02-11,44,Mississippi,mississippi-rebels,0.592,46,31,199
15,2013-02-11,45,Indiana St,indiana-st-sycamores,0.592,44,24,299
15,2013-02-11,46,Boise State,boise-st-broncos,0.592,47,22,205
15,2013-02-11,47,Kentucky,kentucky-wildcats,0.592,45,2,102
15,2013-02-11,48,Notre Dame,notre-dame-fighting-irish,0.590,48,30,98
15,2013-02-11,49,S Mississippi,southern-miss-golden-eagles,0.589,49,6,147
15,2013-02-11,50,St Marys,st-marys-gaels,0.588,50,24,243
15,2013-02-11,51,LA Tech,louisiana-tech-bulldogs,0.587,51,12,225
15,2013-02-11,52,Akron,akron-zips,0.586,54,34,285
15,2013-02-11,53,U Mass,massachusetts-minutemen,0.586,53,23,256
15,2013-02-11,54,Baylor,baylor-bears,0.585,52,8,299
15,2013-02-11,55,St Johns,st-johns-red-storm,0.584,55,26,331
15,2013-02-11,56,Saint Louis,saint-louis-billikens,0.582,56,16,296
15,2013-02-11,57,Stanford,stanford-cardinal,0.582,57,24,276
15,2013-02-11,58,Bucknell,bucknell-bison,0.581,58,2,181
15,2013-02-11,59,California,california-golden-bears,0.577,68,14,177
15,2013-02-11,60,Charlotte,charlotte-49ers,0.576,59,30,201
15,2013-02-11,61,Wyoming,wyoming-cowboys,0.572,60,20,209
15,2013-02-11,62,Villanova,villanova-wildcats,0.572,63,11,173
15,2013-02-11,63,Alabama,alabama-crimson-tide,0.572,62,2,106
15,2013-02-11,64,BYU,brigham-young-cougars,0.571,61,30,292
15,2013-02-11,65,Florida St,florida-st-seminoles,0.566,65,23,270
15,2013-02-11,66,Arizona St,arizona-st-sun-devils,0.564,67,33,312
15,2013-02-11,67,N Dakota St,north-dakota-state-bison,0.563,66,10,315
15,2013-02-11,68,S Dakota St,south-dakota-state-jackrabbits,0.562,69,38,194
15,2013-02-11,69,Ste F Austin,stephen-f-austin-lumberjacks,0.562,71,8,339
15,2013-02-11,70,E Kentucky,eastern-kentucky-colonels,0.561,74,62,307
15,2013-02-11,71,Rutgers,rutgers-scarlet-knights,0.561,73,4,222
15,2013-02-11,72,Detroit,detroit-titans,0.560,72,57,333
15,2013-02-11,73,Maryland,maryland-terrapins,0.560,64,28,203
15,2013-02-11,74,Air Force,air-force-falcons,0.560,75,1,190
15,2013-02-11,75,Texas A&M,texas-am-aggies,0.558,76,2,301
15,2013-02-11,76,Virginia,virginia-cavaliers,0.558,89,38,263
15,2013-02-11,77,St Josephs,st-josephs-hawks,0.556,77,33,277
15,2013-02-11,78,Xavier,xavier-musketeers,0.556,78,14,253
