Wk,Date,Rk,School,ID,Rating,Prev,High,Low
14,2013-02-04,1,Duke,duke-blue-devils,0.708,1,1,32
14,2013-02-04,2,Miami (FL),miami-florida-hurricanes,0.695,2,2,176
14,2013-02-04,3,Florida,florida-gators,0.677,3,3,71
14,2013-02-04,4,Arizona,arizona-wildcats,0.677,4,2,275
14,2013-02-04,5,New Mexico,new-mexico-lobos,0.674,5,2,188
14,2013-02-04,6,Kansas,kansas-jayhawks,0.670,6,2,239
14,2013-02-04,7,Michigan,michigan-wolverines,0.669,7,2,37
14,2013-02-04,8,Minnesota,minnesota-golden-gophers,0.653,10,3,185
14,2013-02-04,9,Louisville,louisville-cardinals,0.653,13,2,172
14,2013-02-04,10,Gonzaga,gonzaga-bulldogs,0.653,8,5,336
14,2013-02-04,11,Indiana,indiana-hoosiers,0.652,9,4,269
14,2013-02-04,12,Syracuse,syracuse-orange,0.650,11,3,263
14,2013-02-04,13,Michigan St,michigan-st-spartans,0.647,12,4,232
14,2013-02-04,14,Butler,butler-bulldogs,0.637,14,2,269
14,2013-02-04,15,Colorado St,colorado-st-rams,0.636,15,8,303
14,2013-02-04,16,Marquette,marquette-golden-eagles,0.634,16,9,188
14,2013-02-04,17,Ohio State,ohio-st-buckeyes,0.630,17,5,167
14,2013-02-04,18,Belmont,belmont-bruins,0.630,19,1,264
14,2013-02-04,19,UNLV,unlv-runnin-rebels,0.630,18,6,191
14,2013-02-04,20,NC State,nc-state-wolfpack,0.624,21,2,107
14,2013-02-04,21,Cincinnati,cincinnati-bearcats,0.623,20,16,205
14,2013-02-04,22,Oklahoma,oklahoma-sooners,0.622,22,13,337
14,2013-02-04,23,Connecticut,connecticut-huskies,0.619,23,1,50
14,2013-02-04,24,Kansas St,kansas-st-wildcats,0.617,24,16,182
14,2013-02-04,25,Colorado,colorado-buffaloes,0.614,25,1,298
14,2013-02-04,26,Wichita St,wichita-st-shockers,0.611,26,8,86
14,2013-02-04,27,La Salle,la-salle-explorers,0.610,27,24,250
14,2013-02-04,28,Oregon,oregon-ducks,0.610,28,16,301
14,2013-02-04,29,Creighton,creighton-bluejays,0.609,31,7,233
14,2013-02-04,30,Georgetown,georgetown-hoyas,0.609,29,7,169
14,2013-02-04,31,Middle Tenn,middle-tennessee-st-blue-raiders,0.608,32,19,88
14,2013-02-04,32,Oklahoma St,oklahoma-st-cowboys,0.608,30,2,251
14,2013-02-04,33,San Diego St,san-diego-st-aztecs,0.607,33,23,274
14,2013-02-04,34,N Carolina,north-carolina-tar-heels,0.606,34,7,134
14,2013-02-04,35,Missouri,missouri-tigers,0.606,35,6,152
14,2013-02-04,36,Pittsburgh,pittsburgh-panthers,0.599,37,27,190
14,2013-02-04,37,Memphis,memphis-tigers,0.598,41,11,280
14,2013-02-04,38,S Mississippi,southern-miss-golden-eagles,0.598,38,6,147
14,2013-02-04,39,BYU,brigham-young-cougars,0.598,40,30,292
14,2013-02-04,40,Iowa State,iowa-st-cyclones,0.597,39,26,293
14,2013-02-04,41,Wisconsin,wisconsin-badgers,0.596,51,13,163
14,2013-02-04,42,LA Tech,louisiana-tech-bulldogs,0.595,43,12,225
14,2013-02-04,43,Mississippi,mississippi-rebels,0.594,42,31,199
14,2013-02-04,44,Illinois,illinois-fighting-illini,0.594,36,3,86
14,2013-02-04,45,UCLA,ucla-bruins,0.593,44,23,278
14,2013-02-04,46,Kentucky,kentucky-wildcats,0.593,45,2,102
14,2013-02-04,47,Baylor,baylor-bears,0.592,46,8,299
14,2013-02-04,48,VCU,vcu-rams,0.591,47,16,127
14,2013-02-04,49,U Mass,massachusetts-minutemen,0.591,48,23,256
14,2013-02-04,50,Charlotte,charlotte-49ers,0.589,50,30,201
14,2013-02-04,51,Notre Dame,notre-dame-fighting-irish,0.589,49,30,98
14,2013-02-04,52,Boise State,boise-st-broncos,0.587,52,22,205
14,2013-02-04,53,Indiana St,indiana-st-sycamores,0.586,53,24,299
14,2013-02-04,54,Akron,akron-zips,0.586,54,34,285
14,2013-02-04,55,Temple,temple-owls,0.582,55,25,329
14,2013-02-04,56,Saint Louis,saint-louis-billikens,0.582,56,16,296
14,2013-02-04,57,Bucknell,bucknell-bison,0.581,57,2,181
14,2013-02-04,58,St Marys,st-marys-gaels,0.580,59,24,243
14,2013-02-04,59,St Johns,st-johns-red-storm,0.579,58,26,331
14,2013-02-04,60,Alabama,alabama-crimson-tide,0.577,60,2,106
14,2013-02-04,61,Wyoming,wyoming-cowboys,0.573,64,20,209
14,2013-02-04,62,Arizona St,arizona-st-sun-devils,0.573,62,33,312
14,2013-02-04,63,Rutgers,rutgers-scarlet-knights,0.573,63,4,222
14,2013-02-04,64,N Dakota St,north-dakota-state-bison,0.573,66,10,315
14,2013-02-04,65,Florida St,florida-st-seminoles,0.573,65,23,270
14,2013-02-04,66,S Dakota St,south-dakota-state-jackrabbits,0.572,67,38,194
14,2013-02-04,67,Stanford,stanford-cardinal,0.571,68,24,276
14,2013-02-04,68,Air Force,air-force-falcons,0.568,69,1,190
14,2013-02-04,69,Washington,washington-huskies,0.567,70,18,213
14,2013-02-04,70,California,california-golden-bears,0.567,72,14,177
14,2013-02-04,71,Maryland,maryland-terrapins,0.567,71,28,203
14,2013-02-04,72,Detroit,detroit-titans,0.566,73,57,333
14,2013-02-04,73,Villanova,villanova-wildcats,0.564,61,11,173
14,2013-02-04,74,TX El Paso,texas-el-paso-miners,0.564,74,26,338
14,2013-02-04,75,Richmond,richmond-spiders,0.561,75,8,188
14,2013-02-04,76,N Mex State,new-mexico-st-aggies,0.560,76,55,319
14,2013-02-04,77,St Josephs,st-josephs-hawks,0.559,77,33,277
14,2013-02-04,78,Xavier,xavier-musketeers,0.557,78,14,253
14,2013-02-04,79,Texas A&M,texas-am-aggies,0.554,79,2,301
14,2013-02-04,80,Stony Brook,stony-brook-seawolves,0.551,84,11,164
14,2013-02-04,81,Ste F Austin,stephen-f-austin-lumberjacks,0.551,80,8,339
14,2013-02-04,82,Nebraska,nebraska-cornhuskers,0.551,83,20,174
14,2013-02-04,83,E Kentucky,eastern-kentucky-colonels,0.550,81,62,307
14,2013-02-04,84,Tennessee,tennessee-volunteers,0.550,82,41,278
14,2013-02-04,85,Northwestern,northwestern-wildcats,0.548,86,25,170
14,2013-02-04,86,S Florida,south-florida-bulls,0.548,85,40,178
14,2013-02-04,87,Lehigh,lehigh-mountain-hawks,0.548,92,58,306
14,2013-02-04,88,Harvard,harvard-crimson,0.548,89,37,275
14,2013-02-04,89,Iowa,iowa-hawkeyes,0.547,90,51,304
14,2013-02-04,90,Santa Clara,santa-clara-broncos,0.547,87,59,318
14,2013-02-04,91,Ohio,ohio-bobcats,0.547,88,10,197
