Wk,Date,Rk,School,ID,Rating,Prev,High,Low
13,2013-01-28,1,Duke,duke-blue-devils,0.705,1,1,32
13,2013-01-28,2,Kansas,kansas-jayhawks,0.694,2,2,239
13,2013-01-28,3,Miami (FL),miami-florida-hurricanes,0.690,3,2,176
13,2013-01-28,4,Arizona,arizona-wildcats,0.682,4,2,275
13,2013-01-28,5,Michigan,michigan-wolverines,0.674,7,2,37
13,2013-01-28,6,Florida,florida-gators,0.670,5,3,71
13,2013-01-28,7,New Mexico,new-mexico-lobos,0.670,6,2,188
13,2013-01-28,8,Gonzaga,gonzaga-bulldogs,0.663,8,5,336
13,2013-01-28,9,Syracuse,syracuse-orange,0.656,9,3,263
13,2013-01-28,10,Butler,butler-bulldogs,0.652,10,2,269
13,2013-01-28,11,Minnesota,minnesota-golden-gophers,0.648,11,3,185
13,2013-01-28,12,Michigan St,michigan-st-spartans,0.645,12,4,232
13,2013-01-28,13,Louisville,louisville-cardinals,0.643,13,2,172
13,2013-01-28,14,Belmont,belmont-bruins,0.640,14,1,264
13,2013-01-28,15,NC State,nc-state-wolfpack,0.638,17,2,107
13,2013-01-28,16,Indiana,indiana-hoosiers,0.638,20,4,269
13,2013-01-28,17,UNLV,unlv-runnin-rebels,0.635,15,6,191
13,2013-01-28,18,Wichita St,wichita-st-shockers,0.634,16,8,86
13,2013-01-28,19,Oregon,oregon-ducks,0.632,19,16,301
13,2013-01-28,20,Marquette,marquette-golden-eagles,0.631,18,9,188
13,2013-01-28,21,Colorado,colorado-buffaloes,0.631,21,1,298
13,2013-01-28,22,Oklahoma,oklahoma-sooners,0.627,22,13,337
13,2013-01-28,23,Colorado St,colorado-st-rams,0.626,23,8,303
13,2013-01-28,24,Ohio State,ohio-st-buckeyes,0.623,24,5,167
13,2013-01-28,25,La Salle,la-salle-explorers,0.621,25,24,250
13,2013-01-28,26,Missouri,missouri-tigers,0.620,26,6,152
13,2013-01-28,27,Cincinnati,cincinnati-bearcats,0.620,27,16,205
13,2013-01-28,28,San Diego St,san-diego-st-aztecs,0.616,29,23,274
13,2013-01-28,29,Connecticut,connecticut-huskies,0.615,33,1,50
13,2013-01-28,30,Creighton,creighton-bluejays,0.613,28,7,233
13,2013-01-28,31,Mississippi,mississippi-rebels,0.611,31,31,199
13,2013-01-28,32,UCLA,ucla-bruins,0.611,32,23,278
13,2013-01-28,33,Illinois,illinois-fighting-illini,0.609,30,3,86
13,2013-01-28,34,Baylor,baylor-bears,0.604,34,8,299
13,2013-01-28,35,Middle Tenn,middle-tennessee-st-blue-raiders,0.604,35,19,88
13,2013-01-28,36,Kansas St,kansas-st-wildcats,0.602,36,16,182
13,2013-01-28,37,N Carolina,north-carolina-tar-heels,0.602,37,7,134
13,2013-01-28,38,Georgetown,georgetown-hoyas,0.597,39,7,169
13,2013-01-28,39,VCU,vcu-rams,0.597,38,16,127
13,2013-01-28,40,Iowa State,iowa-st-cyclones,0.594,40,26,293
13,2013-01-28,41,LA Tech,louisiana-tech-bulldogs,0.592,41,12,225
13,2013-01-28,42,Oklahoma St,oklahoma-st-cowboys,0.591,43,2,251
13,2013-01-28,43,S Mississippi,southern-miss-golden-eagles,0.591,42,6,147
13,2013-01-28,44,Bucknell,bucknell-bison,0.589,46,2,181
13,2013-01-28,45,BYU,brigham-young-cougars,0.588,45,30,292
13,2013-01-28,46,Wisconsin,wisconsin-badgers,0.587,44,13,163
13,2013-01-28,47,Memphis,memphis-tigers,0.586,47,11,280
13,2013-01-28,48,Charlotte,charlotte-49ers,0.585,49,30,201
13,2013-01-28,49,Pittsburgh,pittsburgh-panthers,0.585,48,27,190
13,2013-01-28,50,Villanova,villanova-wildcats,0.584,50,11,173
13,2013-01-28,51,Indiana St,indiana-st-sycamores,0.584,51,24,299
13,2013-01-28,52,St Johns,st-johns-red-storm,0.584,53,26,331
13,2013-01-28,53,Notre Dame,notre-dame-fighting-irish,0.583,52,30,98
13,2013-01-28,54,Wyoming,wyoming-cowboys,0.580,55,20,209
13,2013-01-28,55,U Mass,massachusetts-minutemen,0.580,66,23,256
13,2013-01-28,56,Temple,temple-owls,0.579,54,25,329
13,2013-01-28,57,Rutgers,rutgers-scarlet-knights,0.579,56,4,222
13,2013-01-28,58,Arizona St,arizona-st-sun-devils,0.578,57,33,312
13,2013-01-28,59,N Dakota St,north-dakota-state-bison,0.578,58,10,315
13,2013-01-28,60,S Dakota St,south-dakota-state-jackrabbits,0.576,60,38,194
13,2013-01-28,61,St Marys,st-marys-gaels,0.575,59,24,243
13,2013-01-28,62,Kentucky,kentucky-wildcats,0.575,64,2,102
13,2013-01-28,63,Alabama,alabama-crimson-tide,0.574,62,2,106
13,2013-01-28,64,TX El Paso,texas-el-paso-miners,0.574,65,26,338
13,2013-01-28,65,Maryland,maryland-terrapins,0.573,63,28,203
13,2013-01-28,66,Boise State,boise-st-broncos,0.572,61,22,205
13,2013-01-28,67,Akron,akron-zips,0.569,67,34,285
13,2013-01-28,68,Saint Louis,saint-louis-billikens,0.569,68,16,296
13,2013-01-28,69,Nebraska,nebraska-cornhuskers,0.564,71,20,174
13,2013-01-28,70,Florida St,florida-st-seminoles,0.563,78,23,270
13,2013-01-28,71,Richmond,richmond-spiders,0.562,70,8,188
13,2013-01-28,72,Air Force,air-force-falcons,0.562,73,1,190
13,2013-01-28,73,Xavier,xavier-musketeers,0.562,74,14,253
13,2013-01-28,74,Washington,washington-huskies,0.562,72,18,213
13,2013-01-28,75,Stanford,stanford-cardinal,0.561,82,24,276
13,2013-01-28,76,E Kentucky,eastern-kentucky-colonels,0.559,75,62,307
13,2013-01-28,77,Ste F Austin,stephen-f-austin-lumberjacks,0.559,76,8,339
13,2013-01-28,78,N Mex State,new-mexico-st-aggies,0.557,81,55,319
13,2013-01-28,79,Tennessee,tennessee-volunteers,0.556,79,41,278
13,2013-01-28,80,California,california-golden-bears,0.553,80,14,177
13,2013-01-28,81,St Josephs,st-josephs-hawks,0.553,84,33,277
13,2013-01-28,82,Valparaiso,valparaiso-crusaders,0.552,85,53,184
13,2013-01-28,83,Arkansas,arkansas-razorbacks,0.551,86,68,271
13,2013-01-28,84,Texas A&M,texas-am-aggies,0.551,87,2,301
13,2013-01-28,85,S Florida,south-florida-bulls,0.551,83,40,178
13,2013-01-28,86,Iowa,iowa-hawkeyes,0.551,77,51,304
13,2013-01-28,87,Santa Clara,santa-clara-broncos,0.550,89,59,318
13,2013-01-28,88,Detroit,detroit-titans,0.550,88,57,333
13,2013-01-28,89,Lehigh,lehigh-mountain-hawks,0.548,69,58,306
13,2013-01-28,90,Northwestern,northwestern-wildcats,0.547,90,25,170
13,2013-01-28,91,Harvard,harvard-crimson,0.546,93,37,275
13,2013-01-28,92,Stony Brook,stony-brook-seawolves,0.545,92,11,164
13,2013-01-28,93,Seton Hall,seton-hall-pirates,0.545,91,48,229
13,2013-01-28,94,IL-Chicago,illinois-chicago-flames,0.544,94,18,286
13,2013-01-28,95,Iona,iona-gaels,0.544,108,50,240
13,2013-01-28,96,Murray St,murray-st-racers,0.543,95,1,168
13,2013-01-28,97,W Michigan,western-michigan-broncos,0.542,96,58,290
13,2013-01-28,98,Ohio,ohio-bobcats,0.541,97,10,197
13,2013-01-28,99,Oral Roberts,oral-roberts-golden-eagles,0.541,100,76,307
13,2013-01-28,100,TN State,tennessee-st-tigers,0.541,99,87,247
13,2013-01-28,101,NW State,northwestern-st-demons,0.539,101,27,313
13,2013-01-28,102,Lg Beach St,long-beach-st-49ers,0.538,102,48,214
13,2013-01-28,103,N Iowa,northern-iowa-panthers,0.538,98,66,284
13,2013-01-28,104,Central FL,central-florida-knights,0.537,106,28,152
13,2013-01-28,105,W Virginia,west-virginia-mountaineers,0.537,105,52,332
13,2013-01-28,106,Virginia,virginia-cavaliers,0.536,104,38,263
13,2013-01-28,107,Purdue,purdue-boilermakers,0.535,123,30,217
13,2013-01-28,108,Dayton,dayton-flyers,0.534,112,17,209
13,2013-01-28,109,Wake Forest,wake-forest-demon-deacons,0.533,109,80,241
13,2013-01-28,110,Evansville,evansville-purple-aces,0.533,107,77,229
13,2013-01-28,111,Northeastrn,northeastern-huskies,0.532,130,97,254
13,2013-01-28,112,Montana,montana-grizzlies,0.532,114,24,309
13,2013-01-28,113,Davidson,davidson-wildcats,0.532,113,60,273
13,2013-01-28,114,Pacific,pacific-tigers,0.532,110,39,326
13,2013-01-28,115,Tulsa,tulsa-golden-hurricane,0.531,116,70,220
13,2013-01-28,116,E Carolina,east-carolina-pirates,0.530,122,67,321
13,2013-01-28,117,Fla Gulf Cst,florida-gulf-coast-eagles,0.530,115,17,213
13,2013-01-28,118,AR Lit Rock,arkansas-little-rock-trojans,0.530,118,60,210
13,2013-01-28,119,Niagara,niagara-purple-eagles,0.530,141,89,278
13,2013-01-28,120,Providence,providence-friars,0.530,119,76,294
13,2013-01-28,121,Denver,denver-pioneers,0.529,120,57,274
13,2013-01-28,122,Geo Mason,george-mason-patriots,0.528,111,12,204
13,2013-01-28,123,Vanderbilt,vanderbilt-commodores,0.528,121,16,328
13,2013-01-28,124,Loyola-MD,loyola-maryland-greyhounds,0.528,103,87,171
13,2013-01-28,125,GA Tech,georgia-tech-yellow-jackets,0.527,117,17,206
13,2013-01-28,126,Geo Wshgtn,george-washington-colonials,0.526,128,105,294
13,2013-01-28,127,Savannah St,savannah-state-tigers,0.526,125,105,257
13,2013-01-28,128,Princeton,princeton-tigers,0.526,127,34,243
13,2013-01-28,129,Vermont,vermont-catamounts,0.524,134,5,190
13,2013-01-28,130,USC,southern-california-trojans,0.523,129,78,254
13,2013-01-28,131,Clemson,clemson-tigers,0.523,140,119,225
13,2013-01-28,132,Illinois St,illinois-st-redbirds,0.522,132,24,168
13,2013-01-28,133,Utah State,utah-st-aggies,0.522,133,84,339
13,2013-01-28,134,Nevada,nevada-wolf-pack,0.522,131,66,327
13,2013-01-28,135,W Illinois,western-illinois-leathernecks,0.521,135,100,292
13,2013-01-28,136,St Bonavent,st-bonaventure-bonnies,0.520,138,16,200
13,2013-01-28,137,Florida Intl,florida-international-golden-panthers,0.520,126,109,347
13,2013-01-28,138,Canisius,canisius-golden-griffins,0.519,124,26,330
13,2013-01-28,139,Texas,texas-longhorns,0.517,139,18,281
13,2013-01-28,140,Wagner,wagner-seahawks,0.516,143,74,295
13,2013-01-28,141,VA Tech,virginia-tech-hokies,0.515,137,46,302
13,2013-01-28,142,Boston Col,boston-college-eagles,0.514,142,105,342
13,2013-01-28,143,Wright State,wright-st-raiders,0.514,145,80,228
13,2013-01-28,144,Jksnville St,jacksonville-st-gamecocks,0.514,147,23,321
13,2013-01-28,145,Rob Morris,robert-morris-colonials,0.513,144,99,296
13,2013-01-28,146,Col Charlestn,charleston-cougars,0.513,148,66,296
13,2013-01-28,147,Weber State,weber-st-wildcats,0.513,149,66,347
13,2013-01-28,148,Tulane,tulane-green-wave,0.513,150,33,232
13,2013-01-28,149,Georgia,georgia-bulldogs,0.513,152,97,276
13,2013-01-28,150,NC Central,north-carolina-central-eagles,0.513,146,36,299
13,2013-01-28,151,San Fransco,san-francisco-dons,0.512,154,39,303
13,2013-01-28,152,LSU,louisiana-state-tigers,0.511,151,15,185
13,2013-01-28,153,Bryant,bryant-bulldogs,0.510,153,27,346
13,2013-01-28,154,Fairfield,fairfield-stags,0.510,155,56,182
13,2013-01-28,155,Elon,elon-university-phoenix,0.510,156,28,315
13,2013-01-28,156,Oregon St,oregon-st-beavers,0.507,160,13,213
13,2013-01-28,157,Oakland,oakland-golden-grizzlies,0.505,161,105,256
13,2013-01-28,158,Mercer,mercer-bears,0.505,157,93,297
13,2013-01-28,159,Loyola-Chi,loyola-chicago-ramblers,0.505,159,80,303
13,2013-01-28,160,Drake,drake-bulldogs,0.504,136,132,336
13,2013-01-28,161,Albany,albany-great-danes,0.504,162,23,227
13,2013-01-28,162,TX-Arlington,texas-arlington-mavericks,0.503,164,110,340
13,2013-01-28,163,Boston U,boston-u-terriers,0.501,165,132,293
13,2013-01-28,164,Fresno St,fresno-st-bulldogs,0.501,167,82,313
13,2013-01-28,165,Bradley,bradley-braves,0.500,166,23,267
13,2013-01-28,166,Wash State,washington-st-cougars,0.500,168,108,218
13,2013-01-28,167,Morehead St,morehead-st-eagles,0.499,170,44,226
13,2013-01-28,168,WI-Grn Bay,green-bay-phoenix,0.498,169,99,323
13,2013-01-28,169,Charl South,charleston-southern-buccaneers,0.496,172,45,277
13,2013-01-28,170,Utah,utah-utes,0.496,163,55,347
13,2013-01-28,171,San Diego,san-diego-toreros,0.495,174,94,335
13,2013-01-28,172,Idaho,idaho-vandals,0.495,173,118,326
13,2013-01-28,173,UAB,uab-blazers,0.495,177,54,265
13,2013-01-28,174,Youngs St,youngstown-st-penguins,0.494,175,37,292
13,2013-01-28,175,Southern,southern-jaguars,0.494,178,67,323
13,2013-01-28,176,W Kentucky,western-kentucky-hilltoppers,0.493,176,14,316
13,2013-01-28,177,NC-Asheville,nc-asheville-bulldogs,0.493,181,90,326
13,2013-01-28,178,DePaul,depaul-blue-demons,0.492,179,120,293
13,2013-01-28,179,Rhode Island,rhode-island-rams,0.492,171,126,314
13,2013-01-28,180,Rider,rider-broncs,0.492,158,33,222
13,2013-01-28,181,Sacred Hrt,sacred-heart-pioneers,0.491,180,93,272
13,2013-01-28,182,Penn State,penn-st-nittany-lions,0.490,183,76,270
13,2013-01-28,183,S Methodist,southern-methodist-mustangs,0.490,182,1,226
13,2013-01-28,184,Towson,towson-tigers,0.489,184,85,343
13,2013-01-28,185,Pepperdine,pepperdine-waves,0.489,185,21,304
13,2013-01-28,186,Hartford,hartford-hawks,0.488,186,48,321
13,2013-01-28,187,Kent State,kent-st-golden-flashes,0.487,187,92,337
13,2013-01-28,188,S Alabama,south-alabama-jaguars,0.486,198,92,267
13,2013-01-28,189,Cal Poly,cal-poly-slo-mustangs,0.485,188,155,332
13,2013-01-28,190,Delaware,delaware-blue-hens,0.484,192,87,257
13,2013-01-28,191,UC Irvine,uc-irvine-anteaters,0.484,189,49,287
13,2013-01-28,192,Marshall,marshall-thundering-herd,0.484,191,60,325
13,2013-01-28,193,Duquesne,duquesne-dukes,0.483,194,114,233
13,2013-01-28,194,S Carolina,south-carolina-gamecocks,0.483,195,11,247
13,2013-01-28,195,Norfolk St,norfolk-state-spartans,0.482,190,106,263
13,2013-01-28,196,UCSB,uc-santa-barbara-gauchos,0.482,193,45,254
13,2013-01-28,197,Arkansas St,arkansas-st-red-wolves,0.480,196,103,255
13,2013-01-28,198,Yale,yale-bulldogs,0.480,197,136,287
13,2013-01-28,199,Toledo,toledo-rockets,0.477,199,171,306
13,2013-01-28,200,San Jose St,san-jose-st-spartans,0.477,200,139,346
13,2013-01-28,201,S Illinois,southern-illinois-salukis,0.476,204,19,311
13,2013-01-28,202,Texas Tech,texas-tech-red-raiders,0.476,202,25,288
13,2013-01-28,203,Mt St Marys,mount-st-marys-mountaineers,0.476,201,35,303
13,2013-01-28,204,St Fran (NY),st-francis-ny-terriers,0.476,203,2,224
13,2013-01-28,205,Drexel,drexel-dragons,0.475,205,57,266
13,2013-01-28,206,LIU-Brooklyn,liu-brooklyn-blackbirds,0.474,207,18,331
