Wk,Date,Rk,School,ID,Rating,Prev,High,Low
19,2013-03-11,1,Duke,duke-blue-devils,0.684,1,1,32
19,2013-03-11,2,New Mexico,new-mexico-lobos,0.663,2,2,188
19,2013-03-11,3,Louisville,louisville-cardinals,0.654,3,2,172
19,2013-03-11,4,Miami (FL),miami-florida-hurricanes,0.650,4,2,176
19,2013-03-11,5,Indiana,indiana-hoosiers,0.646,10,4,269
19,2013-03-11,6,Kansas,kansas-jayhawks,0.644,6,2,239
19,2013-03-11,7,Michigan St,michigan-st-spartans,0.642,5,4,232
19,2013-03-11,8,Florida,florida-gators,0.640,7,3,71
19,2013-03-11,9,Georgetown,georgetown-hoyas,0.640,9,7,169
19,2013-03-11,10,Gonzaga,gonzaga-bulldogs,0.639,11,5,336
19,2013-03-11,11,Marquette,marquette-golden-eagles,0.638,12,9,188
19,2013-03-11,12,Michigan,michigan-wolverines,0.631,8,2,37
19,2013-03-11,13,Arizona,arizona-wildcats,0.628,13,2,275
19,2013-03-11,14,Ohio State,ohio-st-buckeyes,0.627,14,5,167
19,2013-03-11,15,Colorado St,colorado-st-rams,0.624,15,8,303
19,2013-03-11,16,Memphis,memphis-tigers,0.623,16,11,280
19,2013-03-11,17,Syracuse,syracuse-orange,0.621,17,3,263
19,2013-03-11,18,Belmont,belmont-bruins,0.619,18,1,264
19,2013-03-11,19,N Carolina,north-carolina-tar-heels,0.617,19,7,134
19,2013-03-11,20,Kansas St,kansas-st-wildcats,0.616,20,16,182
19,2013-03-11,21,Butler,butler-bulldogs,0.613,21,2,269
19,2013-03-11,22,UNLV,unlv-runnin-rebels,0.612,23,6,191
19,2013-03-11,23,Oklahoma St,oklahoma-st-cowboys,0.612,22,2,251
19,2013-03-11,24,Minnesota,minnesota-golden-gophers,0.611,25,3,185
19,2013-03-11,25,Creighton,creighton-bluejays,0.610,29,7,233
19,2013-03-11,26,VCU,vcu-rams,0.608,26,16,127
19,2013-03-11,27,Saint Louis,saint-louis-billikens,0.607,27,16,296
19,2013-03-11,28,Middle Tenn,middle-tennessee-st-blue-raiders,0.605,24,19,88
19,2013-03-11,29,NC State,nc-state-wolfpack,0.605,28,2,107
19,2013-03-11,30,St Marys,st-marys-gaels,0.605,30,24,243
19,2013-03-11,31,UCLA,ucla-bruins,0.604,31,23,278
19,2013-03-11,32,San Diego St,san-diego-st-aztecs,0.604,32,23,274
19,2013-03-11,33,Oklahoma,oklahoma-sooners,0.603,33,13,337
19,2013-03-11,34,Missouri,missouri-tigers,0.602,34,6,152
19,2013-03-11,35,Colorado,colorado-buffaloes,0.601,36,1,298
19,2013-03-11,36,Boise State,boise-st-broncos,0.600,37,22,205
19,2013-03-11,37,S Mississippi,southern-miss-golden-eagles,0.599,38,6,147
19,2013-03-11,38,Temple,temple-owls,0.599,43,25,329
19,2013-03-11,39,Wichita St,wichita-st-shockers,0.598,35,8,86
19,2013-03-11,40,Pittsburgh,pittsburgh-panthers,0.598,39,27,190
19,2013-03-11,41,La Salle,la-salle-explorers,0.598,40,24,250
19,2013-03-11,42,Illinois,illinois-fighting-illini,0.596,41,3,86
19,2013-03-11,43,Wisconsin,wisconsin-badgers,0.595,42,13,163
19,2013-03-11,44,Notre Dame,notre-dame-fighting-irish,0.591,44,30,98
19,2013-03-11,45,Connecticut,connecticut-huskies,0.590,45,1,50
19,2013-03-11,46,Iowa State,iowa-st-cyclones,0.588,46,26,293
19,2013-03-11,47,LA Tech,louisiana-tech-bulldogs,0.588,47,12,225
19,2013-03-11,48,California,california-golden-bears,0.588,48,14,177
19,2013-03-11,49,Cincinnati,cincinnati-bearcats,0.586,49,16,205
19,2013-03-11,50,Kentucky,kentucky-wildcats,0.583,50,2,102
19,2013-03-11,51,Bucknell,bucknell-bison,0.580,51,2,181
19,2013-03-11,52,Villanova,villanova-wildcats,0.580,52,11,173
19,2013-03-11,53,Akron,akron-zips,0.580,53,34,285
19,2013-03-11,54,Oregon,oregon-ducks,0.579,54,16,301
19,2013-03-11,55,Tennessee,tennessee-volunteers,0.577,55,41,278
19,2013-03-11,56,Mississippi,mississippi-rebels,0.575,56,31,199
19,2013-03-11,57,Denver,denver-pioneers,0.572,57,57,274
19,2013-03-11,58,N Mex State,new-mexico-st-aggies,0.571,58,55,319
19,2013-03-11,59,U Mass,massachusetts-minutemen,0.571,59,23,256
19,2013-03-11,60,Valparaiso,valparaiso-crusaders,0.567,60,53,184
19,2013-03-11,61,Virginia,virginia-cavaliers,0.565,67,38,263
19,2013-03-11,62,Baylor,baylor-bears,0.564,62,8,299
19,2013-03-11,63,Alabama,alabama-crimson-tide,0.564,61,2,106
19,2013-03-11,64,Ste F Austin,stephen-f-austin-lumberjacks,0.564,63,8,339
19,2013-03-11,65,Stanford,stanford-cardinal,0.562,64,24,276
19,2013-03-11,66,Detroit,detroit-titans,0.562,65,57,333
19,2013-03-11,67,Charlotte,charlotte-49ers,0.561,66,30,201
19,2013-03-11,68,Davidson,davidson-wildcats,0.559,73,60,273
19,2013-03-11,69,Wyoming,wyoming-cowboys,0.559,69,20,209
19,2013-03-11,70,BYU,brigham-young-cougars,0.559,68,30,292
19,2013-03-11,71,Air Force,air-force-falcons,0.558,70,1,190
19,2013-03-11,72,E Kentucky,eastern-kentucky-colonels,0.557,72,62,307
19,2013-03-11,73,Indiana St,indiana-st-sycamores,0.557,76,24,299
19,2013-03-11,74,Arkansas,arkansas-razorbacks,0.557,74,68,271
19,2013-03-11,75,Ohio,ohio-bobcats,0.557,75,10,197
19,2013-03-11,76,Iowa,iowa-hawkeyes,0.556,71,51,304
19,2013-03-11,77,S Dakota St,south-dakota-state-jackrabbits,0.556,77,38,194
19,2013-03-11,78,Xavier,xavier-musketeers,0.555,78,14,253
