Wk,Date,Rk,School,ID,Rating,Prev,High,Low
23,2013-04-08,1,Duke,duke-blue-devils,0.676,1,1,32
23,2013-04-08,2,Louisville,louisville-cardinals,0.671,2,2,172
23,2013-04-08,3,New Mexico,new-mexico-lobos,0.657,3,2,188
23,2013-04-08,4,Miami (FL),miami-florida-hurricanes,0.650,4,2,176
23,2013-04-08,5,Kansas,kansas-jayhawks,0.645,5,2,239
23,2013-04-08,6,Michigan St,michigan-st-spartans,0.643,6,4,232
23,2013-04-08,7,Michigan,michigan-wolverines,0.641,13,2,37
23,2013-04-08,8,Gonzaga,gonzaga-bulldogs,0.641,8,5,336
23,2013-04-08,9,Ohio State,ohio-st-buckeyes,0.640,9,5,167
23,2013-04-08,10,Syracuse,syracuse-orange,0.638,7,3,263
23,2013-04-08,11,Florida,florida-gators,0.637,11,3,71
23,2013-04-08,12,Indiana,indiana-hoosiers,0.637,10,4,269
23,2013-04-08,13,Marquette,marquette-golden-eagles,0.636,12,9,188
23,2013-04-08,14,Memphis,memphis-tigers,0.630,14,11,280
23,2013-04-08,15,Georgetown,georgetown-hoyas,0.626,15,7,169
23,2013-04-08,16,Arizona,arizona-wildcats,0.625,16,2,275
23,2013-04-08,17,Saint Louis,saint-louis-billikens,0.617,18,16,296
23,2013-04-08,18,Wichita St,wichita-st-shockers,0.617,17,8,86
23,2013-04-08,19,N Carolina,north-carolina-tar-heels,0.616,19,7,134
23,2013-04-08,20,Butler,butler-bulldogs,0.613,20,2,269
23,2013-04-08,21,Colorado St,colorado-st-rams,0.612,21,8,303
23,2013-04-08,22,Kansas St,kansas-st-wildcats,0.612,23,16,182
23,2013-04-08,23,Creighton,creighton-bluejays,0.611,22,7,233
23,2013-04-08,24,Belmont,belmont-bruins,0.610,24,1,264
23,2013-04-08,25,VCU,vcu-rams,0.609,25,16,127
23,2013-04-08,26,St Marys,st-marys-gaels,0.608,26,24,243
23,2013-04-08,27,UNLV,unlv-runnin-rebels,0.604,27,6,191
23,2013-04-08,28,Oklahoma St,oklahoma-st-cowboys,0.602,28,2,251
23,2013-04-08,29,Minnesota,minnesota-golden-gophers,0.601,29,3,185
23,2013-04-08,30,La Salle,la-salle-explorers,0.600,30,24,250
23,2013-04-08,31,Wisconsin,wisconsin-badgers,0.600,32,13,163
23,2013-04-08,32,S Mississippi,southern-miss-golden-eagles,0.600,31,6,147
23,2013-04-08,33,Middle Tenn,middle-tennessee-st-blue-raiders,0.599,33,19,88
23,2013-04-08,34,UCLA,ucla-bruins,0.599,34,23,278
23,2013-04-08,35,San Diego St,san-diego-st-aztecs,0.597,35,23,274
23,2013-04-08,36,Illinois,illinois-fighting-illini,0.596,37,3,86
23,2013-04-08,37,Oregon,oregon-ducks,0.596,36,16,301
23,2013-04-08,38,NC State,nc-state-wolfpack,0.596,38,2,107
23,2013-04-08,39,Temple,temple-owls,0.591,39,25,329
23,2013-04-08,40,Iowa State,iowa-st-cyclones,0.590,40,26,293
23,2013-04-08,41,Missouri,missouri-tigers,0.590,41,6,152
23,2013-04-08,42,Notre Dame,notre-dame-fighting-irish,0.590,42,30,98
23,2013-04-08,43,Colorado,colorado-buffaloes,0.588,43,1,298
23,2013-04-08,44,Pittsburgh,pittsburgh-panthers,0.587,44,27,190
23,2013-04-08,45,Oklahoma,oklahoma-sooners,0.586,45,13,337
23,2013-04-08,46,Mississippi,mississippi-rebels,0.586,46,31,199
23,2013-04-08,47,Akron,akron-zips,0.584,47,34,285
23,2013-04-08,48,Connecticut,connecticut-huskies,0.582,48,1,50
23,2013-04-08,49,Cincinnati,cincinnati-bearcats,0.580,49,16,205
23,2013-04-08,50,Boise State,boise-st-broncos,0.580,50,22,205
23,2013-04-08,51,California,california-golden-bears,0.577,51,14,177
23,2013-04-08,52,Bucknell,bucknell-bison,0.577,52,2,181
23,2013-04-08,53,LA Tech,louisiana-tech-bulldogs,0.577,53,12,225
23,2013-04-08,54,Villanova,villanova-wildcats,0.574,54,11,173
23,2013-04-08,55,Baylor,baylor-bears,0.571,55,8,299
23,2013-04-08,56,N Mex State,new-mexico-st-aggies,0.570,56,55,319
23,2013-04-08,57,Kentucky,kentucky-wildcats,0.570,57,2,102
23,2013-04-08,58,Iowa,iowa-hawkeyes,0.567,58,51,304
23,2013-04-08,59,Valparaiso,valparaiso-crusaders,0.567,59,53,184
23,2013-04-08,60,BYU,brigham-young-cougars,0.566,60,30,292
