Wk,Date,Rk,School,ID,Rating,Prev,High,Low
20,2013-03-18,1,Duke,duke-blue-devils,0.672,1,1,32
20,2013-03-18,2,New Mexico,new-mexico-lobos,0.671,2,2,188
20,2013-03-18,3,Louisville,louisville-cardinals,0.661,3,2,172
20,2013-03-18,4,Miami (FL),miami-florida-hurricanes,0.654,4,2,176
20,2013-03-18,5,Kansas,kansas-jayhawks,0.648,5,2,239
20,2013-03-18,6,Gonzaga,gonzaga-bulldogs,0.644,6,5,336
20,2013-03-18,7,Indiana,indiana-hoosiers,0.638,8,4,269
20,2013-03-18,8,Florida,florida-gators,0.637,7,3,71
20,2013-03-18,9,Michigan St,michigan-st-spartans,0.637,9,4,232
20,2013-03-18,10,Ohio State,ohio-st-buckeyes,0.636,11,5,167
20,2013-03-18,11,Georgetown,georgetown-hoyas,0.635,10,7,169
20,2013-03-18,12,Memphis,memphis-tigers,0.628,13,11,280
20,2013-03-18,13,Marquette,marquette-golden-eagles,0.628,12,9,188
20,2013-03-18,14,Syracuse,syracuse-orange,0.627,14,3,263
20,2013-03-18,15,Arizona,arizona-wildcats,0.625,15,2,275
20,2013-03-18,16,Saint Louis,saint-louis-billikens,0.622,20,16,296
20,2013-03-18,17,N Carolina,north-carolina-tar-heels,0.619,16,7,134
20,2013-03-18,18,Kansas St,kansas-st-wildcats,0.618,18,16,182
20,2013-03-18,19,Michigan,michigan-wolverines,0.618,17,2,37
20,2013-03-18,20,Belmont,belmont-bruins,0.618,19,1,264
20,2013-03-18,21,Colorado St,colorado-st-rams,0.615,21,8,303
20,2013-03-18,22,UNLV,unlv-runnin-rebels,0.614,22,6,191
20,2013-03-18,23,Butler,butler-bulldogs,0.614,23,2,269
20,2013-03-18,24,VCU,vcu-rams,0.610,24,16,127
20,2013-03-18,25,Creighton,creighton-bluejays,0.609,25,7,233
20,2013-03-18,26,UCLA,ucla-bruins,0.609,26,23,278
20,2013-03-18,27,Oklahoma St,oklahoma-st-cowboys,0.608,27,2,251
20,2013-03-18,28,Middle Tenn,middle-tennessee-st-blue-raiders,0.605,29,19,88
20,2013-03-18,29,St Marys,st-marys-gaels,0.605,30,24,243
20,2013-03-18,30,San Diego St,san-diego-st-aztecs,0.604,31,23,274
20,2013-03-18,31,Wisconsin,wisconsin-badgers,0.604,28,13,163
20,2013-03-18,32,NC State,nc-state-wolfpack,0.602,32,2,107
20,2013-03-18,33,S Mississippi,southern-miss-golden-eagles,0.601,33,6,147
20,2013-03-18,34,Minnesota,minnesota-golden-gophers,0.600,34,3,185
20,2013-03-18,35,Missouri,missouri-tigers,0.598,35,6,152
20,2013-03-18,36,Wichita St,wichita-st-shockers,0.597,36,8,86
20,2013-03-18,37,Notre Dame,notre-dame-fighting-irish,0.595,38,30,98
20,2013-03-18,38,Colorado,colorado-buffaloes,0.595,39,1,298
20,2013-03-18,39,Illinois,illinois-fighting-illini,0.595,37,3,86
20,2013-03-18,40,Oklahoma,oklahoma-sooners,0.595,40,13,337
20,2013-03-18,41,La Salle,la-salle-explorers,0.592,41,24,250
20,2013-03-18,42,Pittsburgh,pittsburgh-panthers,0.591,43,27,190
20,2013-03-18,43,Temple,temple-owls,0.591,42,25,329
20,2013-03-18,44,Akron,akron-zips,0.591,44,34,285
20,2013-03-18,45,Boise State,boise-st-broncos,0.590,45,22,205
20,2013-03-18,46,Iowa State,iowa-st-cyclones,0.590,46,26,293
20,2013-03-18,47,Oregon,oregon-ducks,0.590,47,16,301
20,2013-03-18,48,Mississippi,mississippi-rebels,0.589,50,31,199
20,2013-03-18,49,Connecticut,connecticut-huskies,0.586,48,1,50
20,2013-03-18,50,Cincinnati,cincinnati-bearcats,0.585,49,16,205
20,2013-03-18,51,Bucknell,bucknell-bison,0.582,51,2,181
20,2013-03-18,52,Villanova,villanova-wildcats,0.578,52,11,173
20,2013-03-18,53,California,california-golden-bears,0.577,53,14,177
20,2013-03-18,54,LA Tech,louisiana-tech-bulldogs,0.577,54,12,225
