Wk,Date,Rk,School,ID,Rating,Prev,High,Low
24,2013-04-15,1,Duke,duke-blue-devils,0.676,1,1,32
24,2013-04-15,2,Louisville,louisville-cardinals,0.675,2,2,172
24,2013-04-15,3,New Mexico,new-mexico-lobos,0.657,3,2,188
24,2013-04-15,4,Miami (FL),miami-florida-hurricanes,0.650,4,2,176
24,2013-04-15,5,Kansas,kansas-jayhawks,0.644,5,2,239
24,2013-04-15,6,Michigan St,michigan-st-spartans,0.642,6,4,232
24,2013-04-15,7,Gonzaga,gonzaga-bulldogs,0.641,8,5,336
24,2013-04-15,8,Ohio State,ohio-st-buckeyes,0.639,9,5,167
24,2013-04-15,9,Michigan,michigan-wolverines,0.638,7,2,37
24,2013-04-15,10,Syracuse,syracuse-orange,0.638,10,3,263
24,2013-04-15,11,Florida,florida-gators,0.637,11,3,71
24,2013-04-15,12,Indiana,indiana-hoosiers,0.637,12,4,269
24,2013-04-15,13,Marquette,marquette-golden-eagles,0.636,13,9,188
24,2013-04-15,14,Memphis,memphis-tigers,0.630,14,11,280
24,2013-04-15,15,Georgetown,georgetown-hoyas,0.626,15,7,169
24,2013-04-15,16,Arizona,arizona-wildcats,0.625,16,2,275
24,2013-04-15,17,Saint Louis,saint-louis-billikens,0.617,17,16,296
24,2013-04-15,18,Wichita St,wichita-st-shockers,0.617,18,8,86
24,2013-04-15,19,N Carolina,north-carolina-tar-heels,0.616,19,7,134
24,2013-04-15,20,Butler,butler-bulldogs,0.613,20,2,269
24,2013-04-15,21,Colorado St,colorado-st-rams,0.612,21,8,303
24,2013-04-15,22,Kansas St,kansas-st-wildcats,0.611,22,16,182
24,2013-04-15,23,Creighton,creighton-bluejays,0.611,23,7,233
24,2013-04-15,24,Belmont,belmont-bruins,0.610,24,1,264
24,2013-04-15,25,St Marys,st-marys-gaels,0.608,26,24,243
24,2013-04-15,26,VCU,vcu-rams,0.608,25,16,127
24,2013-04-15,27,UNLV,unlv-runnin-rebels,0.604,27,6,191
24,2013-04-15,28,Oklahoma St,oklahoma-st-cowboys,0.602,28,2,251
24,2013-04-15,29,Minnesota,minnesota-golden-gophers,0.601,29,3,185
24,2013-04-15,30,La Salle,la-salle-explorers,0.600,30,24,250
24,2013-04-15,31,S Mississippi,southern-miss-golden-eagles,0.600,32,6,147
24,2013-04-15,32,Wisconsin,wisconsin-badgers,0.599,31,13,163
24,2013-04-15,33,Middle Tenn,middle-tennessee-st-blue-raiders,0.599,33,19,88
24,2013-04-15,34,UCLA,ucla-bruins,0.599,34,23,278
24,2013-04-15,35,San Diego St,san-diego-st-aztecs,0.597,35,23,274
24,2013-04-15,36,Oregon,oregon-ducks,0.596,37,16,301
24,2013-04-15,37,NC State,nc-state-wolfpack,0.596,38,2,107
24,2013-04-15,38,Illinois,illinois-fighting-illini,0.595,36,3,86
24,2013-04-15,39,Temple,temple-owls,0.591,39,25,329
24,2013-04-15,40,Iowa State,iowa-st-cyclones,0.590,40,26,293
24,2013-04-15,41,Missouri,missouri-tigers,0.590,41,6,152
24,2013-04-15,42,Notre Dame,notre-dame-fighting-irish,0.590,42,30,98
24,2013-04-15,43,Colorado,colorado-buffaloes,0.588,43,1,298
24,2013-04-15,44,Pittsburgh,pittsburgh-panthers,0.587,44,27,190
24,2013-04-15,45,Oklahoma,oklahoma-sooners,0.586,45,13,337
24,2013-04-15,46,Mississippi,mississippi-rebels,0.586,46,31,199
24,2013-04-15,47,Akron,akron-zips,0.584,47,34,285
24,2013-04-15,48,Connecticut,connecticut-huskies,0.582,48,1,50
24,2013-04-15,49,Cincinnati,cincinnati-bearcats,0.581,49,16,205
24,2013-04-15,50,Boise State,boise-st-broncos,0.580,50,22,205
24,2013-04-15,51,California,california-golden-bears,0.577,51,14,177
24,2013-04-15,52,Bucknell,bucknell-bison,0.577,52,2,181
24,2013-04-15,53,LA Tech,louisiana-tech-bulldogs,0.577,53,12,225
24,2013-04-15,54,Villanova,villanova-wildcats,0.575,54,11,173
24,2013-04-15,55,Baylor,baylor-bears,0.571,55,8,299
24,2013-04-15,56,N Mex State,new-mexico-st-aggies,0.570,56,55,319
24,2013-04-15,57,Kentucky,kentucky-wildcats,0.570,57,2,102
24,2013-04-15,58,Valparaiso,valparaiso-crusaders,0.567,59,53,184
24,2013-04-15,59,Iowa,iowa-hawkeyes,0.567,58,51,304
24,2013-04-15,60,BYU,brigham-young-cougars,0.566,60,30,292
24,2013-04-15,61,U Mass,massachusetts-minutemen,0.566,61,23,256
24,2013-04-15,62,Maryland,maryland-terrapins,0.564,62,28,203
24,2013-04-15,63,Denver,denver-pioneers,0.561,63,57,274
24,2013-04-15,64,Alabama,alabama-crimson-tide,0.560,64,2,106
24,2013-04-15,65,Davidson,davidson-wildcats,0.560,65,60,273
24,2013-04-15,66,Tennessee,tennessee-volunteers,0.558,66,41,278
24,2013-04-15,67,E Carolina,east-carolina-pirates,0.557,67,67,321
